Mapping_ID,Zone,Node,Node_Label,Sub-entity,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Requirement_Domain,Subentity_Mapped_Count,Node_Total_Mapped_Req
N-0349,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2508,"Upon reception of X448_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the same session key used to decrypt the 521- bit private key in",,19,342
N-0350,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2509,The EVCC shall use the 448 bit decrypted data as the 448 bit contract certificate private key.,,19,342
N-0351,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2510,"Upon receipt of a contract certificate, the EVCC shall verify that the 448 bit private key received with the certificate is a valid 448 bit private key for that certificate: – its value shall be strictly smaller than the order of the base point for x448 curve; AND – multiplication of the base point with this value shall generate a key matching the 448-bit public key of the contract certificate. Contract certificate installation in EVCC with TPM 2.0 Key a This is the root certificate which the eM",,19,342
N-0352,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2517,"If the contract certificate keys are supposed to be sealed to a policy, the digest of the EVCC's TPM policy shall be included in the ""TPMPolicyDigest"" extension of the OEM provisioning certificate as defined in",,19,342
N-0353,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2518,"In order to enable a direct import of the encrypted contract certificate private key into the EVCC’s TPM, the contract certificate private key shall be encrypted with the TPM storage key of the EVCC's TPM from the OEM provisioning certificate extension (in contrast to",,19,342
N-0354,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2523,"If the contract certificate private key was transmitted within the TPM_EncryptedPrivateKey field in the message CertificateInstallationRes and the EVCC with TPM 2.0 fully supports the respective curve, the EVCC shall directly import the encrypted contract key into its TPM underneath the storage key using the values from Table 19 for the curve P-521/secp521r1 or a separate TPM key profile for the curve Ed448.",,19,342
N-0355,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-1550,"Upon receiving a CertificateInstallationRes, the EVCC shall send another CertificateInstallationReq if the parameter RemainingContractCertificateChains of the CertificateInstallationRes is greater than 0 and the maximum number of contract certificates that can be installed, as indicated by the parameter MaximumContractCertificateChains in CertificateInstallationReq, has not yet been reached.",,19,342
N-0356,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2571,"The EVCC shall stop sending CertificateInstallationReq if the maximum number of contract certificates that can be installed, as indicated by the parameter MaximumContractCertificateChains in CertificateInstallationReq, has been reached while the parameter RemainingContractCertificateChains of the CertificateInstallationRes is greater than zero.",,19,342
N-0357,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2578,"If all previous checks pass, the EVCC shall store the contract certificate chain and associated private key after having applied requirements as specified in 7.9.2.5 and its subclauses to decrypt the encrypted contract certificate private key and store it securely in the EVCC. Refer to 7.3.6 and its subclauses for secure storage of contract certificate private key.",,19,342
N-0358,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-1808,"The EVCC shall sign the SignedMeteringData using the contract certificate’s private key, which is also being used for authorization of the services in the currently active V2G communication/service session.",,19,342
N-0359,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-1568,"If the PriceSchedule is signed, it shall be signed by the same private key that was used to issue the leaf contract certificate that the EVCC used during this V2G communication session during the Authorization phase.",,19,342
N-0360,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-2107,The EVCC shall send one (1) contract certificate chain in the element ContractCertificateChain.,,19,342
N-0361,Z1: EV Domain,EVCC,EVCC,EVCC PnC Cert Handler,ISO 15118-20,ISO,V2G20-1576,"If the EVCC intends to install or update a contract certificate after receiving the AuthorizationSetupRes with ""ResponseCode = OK"" and CertificateInstallationService set to ""True"", the EVCC shall send a CertificateInstallationReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,19,342
N-0362,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2342,The EVCC shall contain one OEM provisioning certificate. This certificate is necessary for contract certificate installation via EVSE. Refer to 7.3.2.1 for OEM provisioning certificate requirements.,,11,342
N-0363,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2698,"The SA shall use the same (elliptic curve) EC to generate the contract certificate key pair and to encrypt the contract certificate private key as the one used in the EVCC's OEM provisioning certificate, except for the case when the SA's configuration parameter according to",,11,342
N-0364,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2514,The OEM provisioning key pair shall be stored in the EVCC’s TPM underneath the storage key corresponding to the ECC algorithm used to generate this key (see,,11,342
N-0365,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2515,"If the OEM provisioning key pair in the EVCC’s TPM is desired to be sealed to an OEM specific policy, this policy shall be provided in the ""authPolicy"" of the key (see Table 19).",,11,342
N-0366,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2516,"The OEM provisioning certificate for an OEM provisioning public key shall include the public key of its parent storage key pair in the EVCC's TPM to be used in ECDHE into the ""TPMStorageKey"" extension of the OEM provisioning certificate as defined in",,11,342
N-0367,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2517,"If the contract certificate keys are supposed to be sealed to a policy, the digest of the EVCC's TPM policy shall be included in the ""TPMPolicyDigest"" extension of the OEM provisioning certificate as defined in",,11,342
N-0368,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2518,"In order to enable a direct import of the encrypted contract certificate private key into the EVCC’s TPM, the contract certificate private key shall be encrypted with the TPM storage key of the EVCC's TPM from the OEM provisioning certificate extension (in contrast to",,11,342
N-0369,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2533,"If the EVCC receives the parameter ECDHCurve set to ""SECP521"", it shall use the OEM provisioning certificate private key along with the public key calculated from",,11,342
N-0370,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2534,"If the EVCC receives the parameter ECDHCurve set to ""X448"", it shall use the private key associated with the ""Alternate Subject Public Key"" of the OEM provisioning certificate along with the public key calculated from",,11,342
N-0371,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-1548,"The EVCC shall sign the body element of CertificateInstallationReq using the private key associated with the ""subjectPublicKey"" of its OEM provisioning certificate.",,11,342
N-0372,Z1: EV Domain,EVCC,EVCC,EVCC OEM Cert,ISO 15118-20,ISO,V2G20-2708,"In the CertificateInstallationReq message, the EVCC shall use the OEM provisioning certificate in accordance with the configuration mechanism defined in",,11,342
N-0373,Z1: EV Domain,EVCC,EVCC,EVCC TLS Client,ISO 15118-20,ISO,V2G20-2362,The EVCC shall always act as the TLS client component.,,5,342
N-0374,Z1: EV Domain,EVCC,EVCC,EVCC TLS Client,ISO 15118-20,ISO,V2G20-2365,"The EVCC shall include the version ""0x0304"" for TLS 1.3 in the supported_versions extension. IETF RFC 8446 requires the ""legacy_version"" field to be mandatorily included in the ""ClientHello"" message. It also requires the ""legacy_version"" field to be mandatorily set to ""0x0303"".",,5,342
N-0375,Z1: EV Domain,EVCC,EVCC,EVCC TLS Client,ISO 15118-20,ISO,V2G20-2039,"The EVCC shall include only one (1) ""PskIdentity"" in the ""OfferedPsks"" field of ""PreSharedKeyExtension"" value of ""pre_shared_key"" extension field of the ""ClientHello"" message it sends to set up a resumed TLS session. The EVCC will include the data from the ""ticket"" field from one of the securely stored/cached ""NewSessionTicket"" message in the ""identity"" field of ""PskIdentity"" field of the ""OfferedPsks"" field of ""PreSharedKeyExtension"" value of ""pre_shared_key"" extension field of the ""ClientHello",,5,342
N-0376,Z1: EV Domain,EVCC,EVCC,EVCC TLS Client,ISO 15118-20,ISO,V2G20-2058,"If the EVCC is required to be backwards compatible to ISO 15118-2, it shall include the cipher suites of the ISO 15118-2 in the cipher_suites field of the ClientHello message after the TLS 1.3 cipher suites in the same order as they appear in ISO 15118-2.",,5,342
N-0377,Z1: EV Domain,EVCC,EVCC,EVCC TLS Client,ISO 15118-20,ISO,V2G20-2289,"For wireless communication the SDP client shall set the timeout V2G_EVCC_CommunicationSetup_Timeout to the value as defined in Table 221, reset the V2G_EVCC_CommunicationSetup_Timer and start monitoring the V2G_EVCC_CommunicationSetup_Timer when a successful TCP/TLS connection is established.",,5,342
N-0378,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2698,"The SA shall use the same (elliptic curve) EC to generate the contract certificate key pair and to encrypt the contract certificate private key as the one used in the EVCC's OEM provisioning certificate, except for the case when the SA's configuration parameter according to",,18,342
N-0379,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2505,"Upon reception of SECP521_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the session key derived in the ECDHE protocol (see 7.9.2.5.4) and applying the algorithm AES-GCM-256 according to NIST Special Publication 800-38D. The IV shall be read from the 12 most significant bytes of the SECP521_EncryptedPrivateKey field. The ciphertext (encrypted private key) shall be read from the 66 bytes after the IV in the SECP521_EncryptedPrivateKey field. The",,18,342
N-0380,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2506,The EVCC shall use the 521 least significant bits of the decrypted data as the 521 bit contract certificate private key.,,18,342
N-0381,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2507,"Upon receipt of a contract certificate, the EVCC shall verify that the 521 bit private key received with the certificate is a valid 521 bit private key for that certificate: – its value shall be strictly smaller than the order of the base point for secp521r1 curve; AND – multiplication of the base point with this value shall generate a key matching the 521 bit public key of the contract certificate. Decryption of 448-bit contract certificate private key for EVCC without TPM 2.0",,18,342
N-0382,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2508,"Upon reception of X448_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the same session key used to decrypt the 521- bit private key in",,18,342
N-0383,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2509,The EVCC shall use the 448 bit decrypted data as the 448 bit contract certificate private key.,,18,342
N-0384,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2510,"Upon receipt of a contract certificate, the EVCC shall verify that the 448 bit private key received with the certificate is a valid 448 bit private key for that certificate: – its value shall be strictly smaller than the order of the base point for x448 curve; AND – multiplication of the base point with this value shall generate a key matching the 448-bit public key of the contract certificate. Contract certificate installation in EVCC with TPM 2.0 Key a This is the root certificate which the eM",,18,342
N-0385,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2518,"In order to enable a direct import of the encrypted contract certificate private key into the EVCC’s TPM, the contract certificate private key shall be encrypted with the TPM storage key of the EVCC's TPM from the OEM provisioning certificate extension (in contrast to",,18,342
N-0386,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2523,"If the contract certificate private key was transmitted within the TPM_EncryptedPrivateKey field in the message CertificateInstallationRes and the EVCC with TPM 2.0 fully supports the respective curve, the EVCC shall directly import the encrypted contract key into its TPM underneath the storage key using the values from Table 19 for the curve P-521/secp521r1 or a separate TPM key profile for the curve Ed448.",,18,342
N-0387,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2525,"The EVCC shall support calculation of the ECDHE secret and the key derivation function, as specified by NIST Special Publication 800-56A, for the decryption of encrypted information like private keys.",,18,342
N-0388,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2533,"If the EVCC receives the parameter ECDHCurve set to ""SECP521"", it shall use the OEM provisioning certificate private key along with the public key calculated from",,18,342
N-0389,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2534,"If the EVCC receives the parameter ECDHCurve set to ""X448"", it shall use the private key associated with the ""Alternate Subject Public Key"" of the OEM provisioning certificate along with the public key calculated from",,18,342
N-0390,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2684,The EVCC shall possess a certificate and corresponding private key usable for signature and key agreement to support the decryption of encrypted information.,,18,342
N-0391,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-1548,"The EVCC shall sign the body element of CertificateInstallationReq using the private key associated with the ""subjectPublicKey"" of its OEM provisioning certificate.",,18,342
N-0392,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2578,"If all previous checks pass, the EVCC shall store the contract certificate chain and associated private key after having applied requirements as specified in 7.9.2.5 and its subclauses to decrypt the encrypted contract certificate private key and store it securely in the EVCC. Refer to 7.3.6 and its subclauses for secure storage of contract certificate private key.",,18,342
N-0393,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-1808,"The EVCC shall sign the SignedMeteringData using the contract certificate’s private key, which is also being used for authorization of the services in the currently active V2G communication/service session.",,18,342
N-0394,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-1568,"If the PriceSchedule is signed, it shall be signed by the same private key that was used to issue the leaf contract certificate that the EVCC used during this V2G communication session during the Authorization phase.",,18,342
N-0395,Z1: EV Domain,EVCC,EVCC,EVCC Key Storage,ISO 15118-20,ISO,V2G20-2596,) accessLocation - - - x (EVCC's TPM public storage key that can be used by the issuing SA to encrypt the newly generated private key so that this information can be stored directly in the EVCC's TPM. Syntax: 132 byte public key in base64 encoding) SubjectInfoAccess (TpmPolicyDigest) - - - (x) / ncid-pe-subjectInfoAccess,,18,342
